"ccm-lkl-ex2013","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","8.856","0.726","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-ex2013","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","6.718","0.810","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-ex2013","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.137","0.030","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-ex2013","Virtual Server in CCM-VCSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","1.440","0.174","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","SQL Server","CCM-LKL-FS\VIM_SQLEXP","default","Premium1_CCM_LTR_DPWH","Premium1_CCM_Cloud_3YR","DSM_WH_DiskLibrary","1095 day(s);3 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","SQL Server","CCM-LKL-FS\VIM_SQLEXP","default","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","SQL Server","CCM-LKL-FS\VIM_SQLEXP","default","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Premium1_CCM_Cloud_3YR","DSM_WH_DiskLibrary","1095 day(s);3 Cycle(s)","2.736","0.596","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","2.915","0.351","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","8.261","0.677","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","7.286","0.878","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-fs","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.039","0.008","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","SQL Server","CCM-LKL-SQL","default","Premium1_CCM_LTR_DPWH","Premium1_CCM_Cloud_3YR","DSM_WH_DiskLibrary","1095 day(s);3 Cycle(s)","0.000","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","SQL Server","CCM-LKL-SQL","default","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.004","0.001","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","SQL Server","CCM-LKL-SQL","default","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.002","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","SQL Server","CCM-LKL-SQL","default","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.001","0.000","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Premium1_CCM_Cloud_3YR","DSM_WH_DiskLibrary","1095 day(s);3 Cycle(s)","0.117","0.026","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.336","0.041","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-LKL-VSA","VMware","CCM_AA_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.571","0.047","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-LKL-VSA","VMware","default","Premium1_CCM_LTR_DPWH","Premium1_CCM_Cloud_3YR","DSM_WH_DiskLibrary","1095 day(s);3 Cycle(s)","0.037","0.008","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-LKL-VSA","VMware","default","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.037","0.005","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","1.180","0.142","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"ccm-lkl-sql","Virtual Server in CCM-VCSA","VMware","CCM_VMs_LTR","Premium1_CCM_LTR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.035","0.007","Media Agents; Infrastructure; CCM-LKL-VSA; Clark Campbell Servers; Clark Campbell; CCM-VCSA"
"CCM-LKL-VSA_1","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.061","0.007","CCM-LKL-VSA"
"CCM-LKL-VSA_1","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.030","0.002","CCM-LKL-VSA"
"CCM-LKL-VSA_1","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.030","0.007","CCM-LKL-VSA"
"CCM-vMA","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.004","0.000","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CCM-vMA","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.002","0.000","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CCM-vMA","Virtual Server in CCM-LKL-VSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.002","0.000","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CCM-vMA","Virtual Server in CCM-VCSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Primary","CCM_LKL_BACKUPS","35 day(s);2 Cycle(s)","0.009","0.001","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CCM-vMA","Virtual Server in CCM-VCSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.004","0.000","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CCM-vMA","Virtual Server in CCM-VCSA","VMware","CCM_VMs_STR","Premium1_CCM_STR_DPWH","Standard1_CCM_Cloud-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.004","0.001","CCM-LKL-VSA; Clark Campbell; CCM-VCSA"
"CSS-DC1_1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.662","0.413","dsm-wh-vca01; CSS"
"css-dc2","Active Directory","DefaultInstanceName","default","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.000","0.000","DSM-LKL-VC01; CSS"
"CSS-DC2_1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.467","0.291","dsm-wh-vca01; CSS"
"CSS-DSM-OM_DNB","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.653","0.418","dsm-wh-vca01; CSS"
"CSS-NAS1_1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","3.320","2.112","dsm-wh-vca01; CSS"
"CSS-QBE1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","1.021","0.634","dsm-wh-vca01; CSS"
"css-sql1","SQL Server","SQL1","SQL_1_14DAY","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.084","0.022","CSS"
"CSS-SQL1_1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.759","0.457","dsm-wh-vca01; CSS"
"css-sql2","SQL Server","SQL2","SQL2_14day","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.059","0.009","CSS"
"CSS-SQL2_1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","0.892","0.528","dsm-wh-vca01; CSS"
"CSS-WEB1","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","1.229","0.768","dsm-wh-vca01; CSS"
"CSS-WEB2","Virtual Server in dsm-wh-vca01","VMware","VM_BACKUP","CSS_WH-14Day","Primary","DSM_WH_DiskLibrary","30 day(s);4 Cycle(s)","1.316","0.814","dsm-wh-vca01; CSS"
"custer","Virtual Server in hw-vcenter","VMware","PROD_11PM_SUNsynthFULL","HW_WH_8Day","Primary-SO","DiskLib_CVSDS-Pool01","8 day(s);3 Cycle(s)","0.144","0.031","HW-Vcenter"
"d888sAD1","Virtual Server in d888svm4","VMware","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.028","0.009","Warner University; d888svm4"
"d888sAD1","Virtual Server in d888svm4","VMware","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.028","0.006","Warner University; d888svm4"
"d888sAD1","Virtual Server in d888svm4","VMware","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.302","0.066","Warner University; d888svm4"
"d888sad2","Active Directory","DefaultInstanceName","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.000","0.000","Warner University"
"d888sad2","Active Directory","DefaultInstanceName","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.000","0.000","Warner University"
"d888sad2","Active Directory","DefaultInstanceName","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.000","0.000","Warner University"
"d888sad2","Windows File System","DefaultInstanceName","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.143","0.046","Warner University"
"d888sad2","Windows File System","DefaultInstanceName","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.215","0.046","Warner University"
"d888sad2","Windows File System","DefaultInstanceName","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.171","0.037","Warner University"
"d888sca1","SQL Server","D888SCA1","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.052","0.017","Warner University"
"d888sca1","SQL Server","D888SCA1","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.144","0.031","Warner University"
"d888sca1","SQL Server","D888SCA1","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.144","0.031","Warner University"
"d888sca1","Windows File System","DefaultInstanceName","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.836","0.266","Warner University"
"d888sca1","Windows File System","DefaultInstanceName","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","1.284","0.277","Warner University"
"d888sca1","Windows File System","DefaultInstanceName","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","1.302","0.284","Warner University"
"d888sfs1","Windows File System","DefaultInstanceName","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","3.072","0.977","Warner University"
"d888sfs1","Windows File System","DefaultInstanceName","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","5.345","1.152","Warner University"
"d888sfs1","Windows File System","DefaultInstanceName","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","8.832","1.925","Warner University"
"d888sMA2","Virtual Server in d888svm4","VMware","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.052","0.016","Warner University; d888svm4"
"d888sMA2","Virtual Server in d888svm4","VMware","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.052","0.011","Warner University; d888svm4"
"d888sMA2","Virtual Server in d888svm4","VMware","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.557","0.121","Warner University; d888svm4"
"d888sOC2","Virtual Server in d888svm4","VMware","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.022","0.007","Warner University; d888svm4"
"d888sOC2","Virtual Server in d888svm4","VMware","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.022","0.005","Warner University; d888svm4"
"d888sOC2","Virtual Server in d888svm4","VMware","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.229","0.050","Warner University; d888svm4"
"d888sre2","Windows File System","DefaultInstanceName","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.275","0.087","Warner University"
"d888sre2","Windows File System","DefaultInstanceName","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.422","0.091","Warner University"
"d888sre2","Windows File System","DefaultInstanceName","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.380","0.083","Warner University"
"d888sUC2","Virtual Server in d888svm4","VMware","default","Warner","Primary","DSM_WH_DiskLibrary","7 day(s);2 Cycle(s)","0.042","0.013","Warner University; d888svm4"
"d888sUC2","Virtual Server in d888svm4","VMware","default","Warner","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);2 Cycle(s)","0.042","0.009","Warner University; d888svm4"
"d888sUC2","Virtual Server in d888svm4","VMware","default","Warner","Warner LTR","DSM_WH_DiskLibrary","365 day(s);13 Cycle(s)","0.494","0.108","Warner University; d888svm4"
"DATAENTRY-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.095","0.030","HW-Vcenter"
"DATAENTRY-V01","Virtual Server in hw-vcenter","VMware","HW_Non_AA-10pm","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.121","0.026","HW-Vcenter"
"DC-V01","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.194","0.016","HW-Vcenter"
"DC-V01","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.053","0.011","HW-Vcenter"
"DC-V02","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.079","0.006","HW-Vcenter"
"DC-V02","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.028","0.006","HW-Vcenter"
"DHCP-V01","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.037","0.003","HW-Vcenter"
"DHCP-V01","Virtual Server in hw-vcenter","VMware","PROD_10PM_SATsynthFULL","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.018","0.004","HW-Vcenter"
"dsm-lk-cvma-01","Windows File System","DefaultInstanceName","DDBBackup","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.008","0.002","Media Agents; DSM Winter Haven; DSM LK Media Agents; Infrastructure; DSM Infrastructure; DSM-LKL-VC01; DSM; APSS - Windows MediaAgents; DSM Lakeland"
"dsm-lk-cvma-02","Windows File System","DefaultInstanceName","DDBBackup","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.008","0.002","Media Agents; DSM Winter Haven; DSM LK Media Agents; Infrastructure; DSM Infrastructure; DSM-LKL-VC01; DSM; APSS - Windows MediaAgents; DSM Lakeland"
"dsm-lk-cvma-02","Windows File System","DefaultInstanceName","IndexBackup","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.002","0.001","Media Agents; DSM Winter Haven; DSM LK Media Agents; Infrastructure; DSM Infrastructure; DSM-LKL-VC01; DSM; APSS - Windows MediaAgents; DSM Lakeland"
"dsm-lkl-mail02","Exchange Database","defaultInstance","default","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","3.636","1.156","Media Agents; DSM Winter Haven; dsm-wh-vca01; Infrastructure"
"dsm-lkl-mail02","Virtual Server in dsm-wh-vca01","VMware","DSM_AA_12AM_SUNsynthFULL","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","4.483","1.425","Media Agents; DSM Winter Haven; dsm-wh-vca01; Infrastructure"
"dsm-lkl-mail02","Virtual Server in dsm-wh-vca01","VMware","DSM-LKL-Mail02","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","1.163","0.370","Media Agents; DSM Winter Haven; dsm-wh-vca01; Infrastructure"
"dsm-security","Windows 2003 32-bit File System","DefaultInstanceName","default","Standard1_LK","Primary","DSM_LK_Library","14 day(s);1 Cycle(s)","0.048","0.016","DSM; DSM Lakeland"
"dsm-wh-ansible01-129","Virtual Server in dsm-wh-vca01","VMware","DSM_6AM_SUNsynthFULL","Economy2_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.192","0.041","dsm-wh-vca01"
"dsm-wh-c365px01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.011","0.004",""
"dsm-wh-c365px01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.012","0.003",""
"dsm-wh-c365px02","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.012","0.004",""
"dsm-wh-c365px02","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.013","0.003",""
"dsm-wh-c365sp01","SharePoint Server","defaultInstance","default","Economy1_WH","Primary-SO","DiskLib_CVSDS-Pool01","7 day(s);1 Cycle(s)","0.001","0.000",""
"dsm-wh-c365sp01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.024","0.008",""
"dsm-wh-c365sp01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.026","0.006",""
"dsm-wh-cvcs01","CommServe Management","DefaultInstanceName","DR Subclient","CommServeDR(dsm-wh-cvma01)","Primary","DSM_WH_DiskLibrary","60 day(s);60 Cycle(s)","0.376","0.376","Media Agents; DSM Winter Haven; dsm-wh-vca01; Infrastructure; DSM Infrastructure; DSM"
"dsm-wh-cvindx01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.037","0.012","Media Agents; Infrastructure"
"dsm-wh-cvindx01","Windows File System","DefaultInstanceName","default","Standard1_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.046","0.010","Media Agents; Infrastructure"
"dsm-wh-cvma01","Windows File System","DefaultInstanceName","DDBBackup","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.093","0.020","Media Agents; DSM Winter Haven; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM Infrastructure; DSM; APSS - Windows MediaAgents"
"dsm-wh-cvma01","Windows File System","DefaultInstanceName","IndexBackup","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.004","0.000","Media Agents; DSM Winter Haven; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM Infrastructure; DSM; APSS - Windows MediaAgents"
"dsm-wh-cvma02","Windows File System","DefaultInstanceName","DDBBackup","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.093","0.020","Media Agents; DSM Winter Haven; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM Infrastructure; DSM; APSS - Windows MediaAgents"
"dsm-wh-cvma02","Windows File System","DefaultInstanceName","IndexBackup","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.044","0.004","Media Agents; DSM Winter Haven; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM Infrastructure; DSM; APSS - Windows MediaAgents"
"DSM-WH-CVMA-03","Windows File System","DefaultInstanceName","DDBBackup","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.300","0.065","Media Agents; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM; APSS - Windows MediaAgents"
"DSM-WH-CVMA-03","Windows File System","DefaultInstanceName","IndexBackup","Standard2_WH","Primary","DSM_WH_DiskLibrary","14 day(s);1 Cycle(s)","0.002","0.000","Media Agents; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM; APSS - Windows MediaAgents"
"DSM-WH-CVMA-04","Windows File System","DefaultInstanceName","DDBBackup","Standard2_WH","Primary-SO","DiskLib_CVSDS-Pool01","14 day(s);1 Cycle(s)","0.299","0.064","Media Agents; DSM WH Media Agents; dsm-wh-vca01; Infrastructure; DSM; APSS - Windows MediaAgents"
"dsm-wh-cvsds01","Linux File System","DefaultInstanceName","DDBBackup","SP_GDSP_CVSDS-Pool01_(25)","Primary","DiskLib_CVSDS-Pool01","30 day(s);2 Cycle(s)","0.115","0.025","Media Agents; DSM WH Media Agents; Infrastructure; APSS - Unix MediaAgents"
"dsm-wh-cvsds02","Linux File System","DefaultInstanceName","DDBBackup","SP_GDSP_CVSDS-Pool01_(25)","Primary","DiskLib_CVSDS-Pool01","30 day(s);2 Cycle(s)","0.115","0.025","Media Agents; DSM WH Media Agents; Infrastructure; APSS - Unix MediaAgents"
"dsm-wh-cvsds03","Linux File System","DefaultInstanceName","DDBBackup","SP_GDSP_CVSDS-Pool01_(25)","Primary","DiskLib_CVSDS-Pool01","30 day(s);2 Cycle(s)","0.115","0.025","Media Agents; DSM WH Media Agents; Infrastructure; APSS - Unix MediaAgents"
"DSM-WH-MGT01","SQL Server","DSM-WH-MGT01\VEEAMSQL2012","default","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.000","0.000","Media Agents; dsm-wh-vca01; Infrastructure"
"DSM-WH-MGT01","SQL Server","DSM-WH-MGT01\VEEAMSQL2012","default","Premium1_WH","Primary-SO","DiskLib_CVSDS-Pool01","35 day(s);1 Cycle(s)","0.000","0.000","Media Agents; dsm-wh-vca01; Infrastructure"
"DSM-WH-MGT01","SQL Server","DSM-WH-MGT01\VIM_SQLEXP","default","Premium1_WH","Primary","DSM_WH_DiskLibrary","35 day(s);1 Cycle(s)","0.000","0.000","Media Agents; dsm-wh-vca01; Infrastructure"
